,Unnamed: 0,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
11422,47608,2012-07-15,2012-07-21,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,138,R$/l,2.9760000000000004,0.081,2.78,3.18,0.472,0.027,2.504,0.074,2.313,2.637,0.03
11423,47609,2012-07-15,2012-07-21,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.821,0.0969999999999999,2.59,3.05,0.426,0.034,2.395,0.056,2.239,2.5823,0.023
11424,47610,2012-07-15,2012-07-21,NORDESTE,ALAGOAS,GASOLINA COMUM,96,R$/l,2.767,0.0819999999999999,2.589,2.96,0.421,0.03,2.346,0.044,2.181,2.4698,0.019
11425,47611,2012-07-15,2012-07-21,NORDESTE,BAHIA,GASOLINA COMUM,425,R$/l,2.655,0.171,2.39,3.1,0.344,0.064,2.311,0.065,2.2231,2.7473,0.028
11426,47612,2012-07-15,2012-07-21,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.693,0.131,2.45,3.009,0.364,0.049,2.329,0.059,2.27,2.6376,0.025
11427,47613,2012-07-15,2012-07-21,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.6660000000000004,0.157,2.45,3.19,0.267,0.059,2.399,0.143,2.275,2.829,0.06
11428,47614,2012-07-15,2012-07-21,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.605,0.091,2.37,2.789,0.311,0.035,2.294,0.044,2.204,2.3984,0.019
11429,47615,2012-07-15,2012-07-21,NORDESTE,PERNAMBUCO,GASOLINA COMUM,332,R$/l,2.744,0.099,2.255,3.02,0.422,0.036,2.322,0.055,2.227,2.5183,0.024
11430,47616,2012-07-15,2012-07-21,NORDESTE,PIAUI,GASOLINA COMUM,101,R$/l,2.557,0.113,2.37,2.87,0.278,0.044,2.279,0.037,2.18,2.3679,0.016
11431,47617,2012-07-15,2012-07-21,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.694,0.093,2.53,2.99,0.364,0.035,2.33,0.042,2.243,2.4283,0.018
11432,47618,2012-07-15,2012-07-21,NORDESTE,SERGIPE,GASOLINA COMUM,56,R$/l,2.76,0.073,2.529,2.949,0.363,0.026,2.397,0.027,2.3611,2.4367,0.011
11433,47619,2012-07-15,2012-07-21,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.127,0.141,3.02,3.49,0.489,0.045,2.638,0.082,2.4555,2.815,0.031
11434,47620,2012-07-15,2012-07-21,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.698,0.174,2.55,3.1,0.356,0.064,2.342,0.054,2.316,2.5069,0.023
11435,47621,2012-07-15,2012-07-21,NORTE,AMAZONAS,GASOLINA COMUM,119,R$/l,2.883,0.131,2.7,3.38,0.444,0.045,2.439,0.058,2.28,2.58,0.024
11436,47622,2012-07-15,2012-07-21,NORTE,PARA,GASOLINA COMUM,196,R$/l,2.84,0.19,2.55,3.39,0.365,0.067,2.475,0.084,2.332,2.6841,0.034
11437,47623,2012-07-15,2012-07-21,NORTE,RONDONIA,GASOLINA COMUM,102,R$/l,2.949,0.091,2.85,3.39,0.388,0.031,2.561,0.115,2.4256,2.775,0.045
11438,47624,2012-07-15,2012-07-21,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.874,0.073,2.85,3.17,0.507,0.025,2.367,0.048,2.3363,2.53,0.02
11439,47625,2012-07-15,2012-07-21,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.909,0.052,2.75,2.999,0.394,0.018,2.515,0.128,2.3157,2.679,0.051
11440,47626,2012-07-15,2012-07-21,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,189,R$/l,2.886,0.059,2.72,3.11,0.341,0.02,2.545,0.061,2.3669,2.739,0.024
11441,47627,2012-07-15,2012-07-21,SUDESTE,MINAS GERAIS,GASOLINA COMUM,987,R$/l,2.812,0.108,2.56,3.279,0.363,0.038,2.449,0.071,2.2894,2.6997,0.029
11442,47628,2012-07-15,2012-07-21,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.8560000000000003,0.135,2.569,3.73,0.374,0.047,2.482,0.077,2.325,2.7031,0.031
11443,47629,2012-07-15,2012-07-21,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.632,0.111,2.199,3.299,0.377,0.042,2.255,0.062,2.0283,2.517,0.027
11444,47630,2012-07-15,2012-07-21,SUL,PARANA,GASOLINA COMUM,563,R$/l,2.648,0.119,2.39,3.15,0.302,0.045,2.346,0.056,2.255,2.7434,0.024
11445,47631,2012-07-15,2012-07-21,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,618,R$/l,2.765,0.099,2.597,3.099,0.404,0.036,2.361,0.045,2.2414,2.5244,0.019
11446,47632,2012-07-15,2012-07-21,SUL,SANTA CATARINA,GASOLINA COMUM,384,R$/l,2.7110000000000003,0.096,2.29,2.998,0.365,0.035,2.346,0.04,2.22,2.465,0.017
11447,47633,2012-07-22,2012-07-28,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.8310000000000004,0.008,2.81,2.85,0.394,0.003,2.437,0.019,2.395,2.461,0.008
11448,47634,2012-07-22,2012-07-28,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.744,0.136,2.49,3.08,0.308,0.05,2.436,0.085,2.34,2.799,0.035
11449,47635,2012-07-22,2012-07-28,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.9810000000000003,0.077,2.78,3.18,0.476,0.026,2.505,0.07,2.38,2.6389,0.028
11450,47636,2012-07-22,2012-07-28,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.827,0.093,2.59,3.05,0.44,0.033,2.387,0.059,2.2829,2.5823,0.025
11451,47637,2012-07-22,2012-07-28,NORDESTE,ALAGOAS,GASOLINA COMUM,95,R$/l,2.777,0.076,2.6,2.96,0.415,0.027,2.362,0.054,2.181,2.5371,0.023
11452,47638,2012-07-22,2012-07-28,NORDESTE,BAHIA,GASOLINA COMUM,426,R$/l,2.639,0.174,2.385,3.1,0.332,0.066,2.307,0.069,2.2265,2.7473,0.03
11453,47639,2012-07-22,2012-07-28,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.7060000000000004,0.119,2.46,3.03,0.375,0.044,2.331,0.058,2.2649,2.6376,0.025
11454,47640,2012-07-22,2012-07-28,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.6910000000000003,0.142,2.45,3.19,0.289,0.053,2.402,0.144,2.27,2.829,0.06
11455,47641,2012-07-22,2012-07-28,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.562,0.111,2.36,2.789,0.269,0.043,2.293,0.039,2.22,2.3984,0.017
11456,47642,2012-07-22,2012-07-28,NORDESTE,PERNAMBUCO,GASOLINA COMUM,333,R$/l,2.742,0.098,2.459,3.02,0.415,0.036,2.327,0.051,2.227,2.4757,0.022
11457,47643,2012-07-22,2012-07-28,NORDESTE,PIAUI,GASOLINA COMUM,101,R$/l,2.562,0.1119999999999999,2.39,2.87,0.284,0.044,2.278,0.036,2.18,2.3383,0.016
11458,47644,2012-07-22,2012-07-28,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.676,0.087,2.54,2.85,0.341,0.033,2.335,0.046,2.2435,2.4283,0.02
11459,47645,2012-07-22,2012-07-28,NORDESTE,SERGIPE,GASOLINA COMUM,56,R$/l,2.762,0.068,2.529,2.949,0.373,0.025,2.389,0.027,2.332,2.4367,0.011
11460,47646,2012-07-22,2012-07-28,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.129,0.156,3.02,3.49,0.484,0.05,2.645,0.072,2.455,2.815,0.027
11461,47647,2012-07-22,2012-07-28,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.693,0.178,2.53,3.1,0.353,0.066,2.34,0.057,2.3151,2.5069,0.024
11462,47648,2012-07-22,2012-07-28,NORTE,AMAZONAS,GASOLINA COMUM,119,R$/l,2.893,0.12,2.79,3.35,0.445,0.0409999999999999,2.448,0.055,2.28,2.58,0.022
11463,47649,2012-07-22,2012-07-28,NORTE,PARA,GASOLINA COMUM,197,R$/l,2.845,0.193,2.55,3.45,0.367,0.068,2.478,0.084,2.359,2.6841,0.034
11464,47650,2012-07-22,2012-07-28,NORTE,RONDONIA,GASOLINA COMUM,102,R$/l,2.937,0.088,2.85,3.39,0.387,0.03,2.55,0.121,2.3698,2.775,0.047
11465,47651,2012-07-22,2012-07-28,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.874,0.072,2.85,3.17,0.511,0.025,2.363,0.053,2.315,2.53,0.022
11466,47652,2012-07-22,2012-07-28,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.909,0.048,2.79,2.999,0.389,0.017,2.52,0.127,2.315,2.679,0.05
11467,47653,2012-07-22,2012-07-28,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,188,R$/l,2.845,0.086,2.72,3.05,0.304,0.03,2.541,0.064,2.3643,2.739,0.025
11468,47654,2012-07-22,2012-07-28,SUDESTE,MINAS GERAIS,GASOLINA COMUM,985,R$/l,2.799,0.11,2.537,3.09,0.36,0.039,2.439,0.072,2.288,2.6997,0.03
11469,47655,2012-07-22,2012-07-28,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,740,R$/l,2.853,0.134,2.569,3.739,0.378,0.047,2.475,0.078,2.318,2.7031,0.032
11470,47656,2012-07-22,2012-07-28,SUDESTE,SAO PAULO,GASOLINA COMUM,2372,R$/l,2.63,0.115,2.199,3.399,0.377,0.044,2.253,0.062,2.0283,2.517,0.028
11471,47657,2012-07-22,2012-07-28,SUL,PARANA,GASOLINA COMUM,565,R$/l,2.65,0.119,2.39,3.15,0.304,0.045,2.346,0.054,2.255,2.7434,0.023
11472,47658,2012-07-22,2012-07-28,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,618,R$/l,2.762,0.102,2.5780000000000003,2.997,0.401,0.037,2.361,0.048,2.2414,2.5244,0.02
11473,47659,2012-07-22,2012-07-28,SUL,SANTA CATARINA,GASOLINA COMUM,385,R$/l,2.716,0.092,2.399,2.998,0.376,0.034,2.34,0.044,2.22,2.465,0.019
11474,47660,2012-07-29,2012-08-04,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.829,0.011,2.799,2.859,0.4,0.004,2.429,0.034,2.3198,2.449,0.014
11475,47661,2012-07-29,2012-08-04,CENTRO OESTE,GOIAS,GASOLINA COMUM,254,R$/l,2.739,0.139,2.499,3.08,0.31,0.051,2.429,0.083,2.348,2.799,0.034
11476,47662,2012-07-29,2012-08-04,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.984,0.079,2.79,3.26,0.478,0.026,2.506,0.067,2.31,2.6399,0.027
11477,47663,2012-07-29,2012-08-04,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.838,0.0819999999999999,2.689,3.05,0.435,0.0289999999999999,2.403,0.049,2.2829,2.567,0.02
11478,47664,2012-07-29,2012-08-04,NORDESTE,ALAGOAS,GASOLINA COMUM,97,R$/l,2.749,0.078,2.59,2.96,0.393,0.0279999999999999,2.356,0.043,2.288,2.5371,0.018
11479,47665,2012-07-29,2012-08-04,NORDESTE,BAHIA,GASOLINA COMUM,422,R$/l,2.629,0.182,2.373,3.109,0.323,0.069,2.306,0.066,2.2079,2.5517,0.029
11480,47666,2012-07-29,2012-08-04,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.721,0.1119999999999999,2.46,3.009,0.387,0.0409999999999999,2.334,0.04,2.2839,2.4648,0.017
11481,47667,2012-07-29,2012-08-04,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.669,0.157,2.35,3.19,0.266,0.059,2.403,0.14,2.27,2.824,0.058
11482,47668,2012-07-29,2012-08-04,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.564,0.115,2.319,2.789,0.271,0.045,2.293,0.037,2.2274,2.3897,0.016
11483,47669,2012-07-29,2012-08-04,NORDESTE,PERNAMBUCO,GASOLINA COMUM,333,R$/l,2.753,0.095,2.55,3.02,0.421,0.035,2.332,0.051,2.227,2.4658,0.022
11484,47670,2012-07-29,2012-08-04,NORDESTE,PIAUI,GASOLINA COMUM,101,R$/l,2.5660000000000003,0.113,2.37,2.87,0.291,0.044,2.275,0.041,2.18,2.3383,0.018
11485,47671,2012-07-29,2012-08-04,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.667,0.096,2.54,2.89,0.331,0.036,2.336,0.043,2.2515,2.4173,0.018
11486,47672,2012-07-29,2012-08-04,NORDESTE,SERGIPE,GASOLINA COMUM,56,R$/l,2.763,0.068,2.529,2.949,0.37,0.025,2.393,0.024,2.3468,2.4367,0.01
11487,47673,2012-07-29,2012-08-04,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.1260000000000003,0.141,3.02,3.49,0.481,0.045,2.645,0.081,2.4559,2.8496,0.031
11488,47674,2012-07-29,2012-08-04,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.699,0.175,2.53,3.1,0.364,0.065,2.335,0.026,2.3156,2.3965,0.011
11489,47675,2012-07-29,2012-08-04,NORTE,AMAZONAS,GASOLINA COMUM,118,R$/l,2.892,0.13,2.75,3.38,0.453,0.045,2.439,0.049,2.28,2.58,0.02
11490,47676,2012-07-29,2012-08-04,NORTE,PARA,GASOLINA COMUM,196,R$/l,2.839,0.191,2.55,3.39,0.364,0.067,2.475,0.084,2.3613,2.6896,0.034
11491,47677,2012-07-29,2012-08-04,NORTE,RONDONIA,GASOLINA COMUM,102,R$/l,2.95,0.091,2.85,3.39,0.385,0.031,2.565,0.114,2.4,2.778,0.044
11492,47678,2012-07-29,2012-08-04,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.872,0.073,2.85,3.17,0.509,0.025,2.363,0.04,2.33,2.4791,0.017
11493,47679,2012-07-29,2012-08-04,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.91,0.052,2.75,2.999,0.404,0.018,2.506,0.121,2.3156,2.6793,0.048
11494,47680,2012-07-29,2012-08-04,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,188,R$/l,2.894,0.055,2.72,3.05,0.341,0.019,2.553,0.053,2.369,2.6771,0.021
11495,47681,2012-07-29,2012-08-04,SUDESTE,MINAS GERAIS,GASOLINA COMUM,987,R$/l,2.801,0.109,2.398,3.09,0.363,0.039,2.438,0.075,2.1,2.7665,0.031
11496,47682,2012-07-29,2012-08-04,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,738,R$/l,2.85,0.135,2.569,3.73,0.37,0.047,2.48,0.081,2.335,2.7231,0.033
11497,47683,2012-07-29,2012-08-04,SUDESTE,SAO PAULO,GASOLINA COMUM,2378,R$/l,2.61,0.1119999999999999,2.199,2.93,0.363,0.043,2.247,0.061,2.0283,2.602,0.027
11498,47684,2012-07-29,2012-08-04,SUL,PARANA,GASOLINA COMUM,563,R$/l,2.6460000000000004,0.123,2.39,3.15,0.305,0.046,2.341,0.05,2.25,2.4748,0.021
11499,47685,2012-07-29,2012-08-04,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,618,R$/l,2.758,0.105,2.282,3.099,0.406,0.038,2.352,0.053,2.044,2.5093,0.023
11500,47686,2012-07-29,2012-08-04,SUL,SANTA CATARINA,GASOLINA COMUM,385,R$/l,2.712,0.105,2.235,2.998,0.375,0.039,2.337,0.05,2.22,2.51,0.021
11501,47687,2012-08-05,2012-08-11,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.83,0.008,2.81,2.85,0.4,0.003,2.43,0.03,2.361,2.4492,0.012
11502,47688,2012-08-05,2012-08-11,CENTRO OESTE,GOIAS,GASOLINA COMUM,254,R$/l,2.735,0.138,2.49,3.08,0.31,0.05,2.425,0.085,2.35,2.799,0.035
11503,47689,2012-08-05,2012-08-11,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.975,0.081,2.79,3.19,0.477,0.027,2.498,0.08,2.3,2.6399,0.032
11504,47690,2012-08-05,2012-08-11,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.829,0.093,2.689,3.05,0.426,0.033,2.403,0.045,2.327,2.567,0.019
11505,47691,2012-08-05,2012-08-11,NORDESTE,ALAGOAS,GASOLINA COMUM,97,R$/l,2.755,0.079,2.59,2.96,0.41,0.0289999999999999,2.345,0.038,2.2814,2.4418,0.016
11506,47692,2012-08-05,2012-08-11,NORDESTE,BAHIA,GASOLINA COMUM,423,R$/l,2.635,0.18,2.359,3.109,0.329,0.068,2.306,0.07,2.2079,2.5517,0.03
11507,47693,2012-08-05,2012-08-11,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.714,0.114,2.46,3.009,0.372,0.042,2.342,0.036,2.2824,2.4648,0.015
11508,47694,2012-08-05,2012-08-11,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.667,0.155,2.389,3.19,0.265,0.0579999999999999,2.402,0.138,2.27,2.824,0.057
11509,47695,2012-08-05,2012-08-11,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.553,0.124,2.36,2.789,0.26,0.049,2.293,0.048,2.2071,2.542,0.021
11510,47696,2012-08-05,2012-08-11,NORDESTE,PERNAMBUCO,GASOLINA COMUM,333,R$/l,2.758,0.093,2.55,3.02,0.425,0.034,2.333,0.048,2.227,2.4658,0.021
11511,47697,2012-08-05,2012-08-11,NORDESTE,PIAUI,GASOLINA COMUM,101,R$/l,2.56,0.114,2.37,2.87,0.288,0.045,2.272,0.035,2.18,2.3339,0.015
11512,47698,2012-08-05,2012-08-11,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.668,0.093,2.54,2.89,0.327,0.035,2.341,0.044,2.2435,2.4229,0.019
11513,47699,2012-08-05,2012-08-11,NORDESTE,SERGIPE,GASOLINA COMUM,56,R$/l,2.767,0.074,2.529,2.949,0.377,0.027,2.39,0.023,2.3467,2.4367,0.01
11514,47700,2012-08-05,2012-08-11,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.128,0.149,3.02,3.5,0.492,0.048,2.636,0.083,2.4555,2.8496,0.031
11515,47701,2012-08-05,2012-08-11,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.7030000000000003,0.172,2.55,3.1,0.344,0.064,2.359,0.027,2.3169,2.3965,0.011
11516,47702,2012-08-05,2012-08-11,NORTE,AMAZONAS,GASOLINA COMUM,118,R$/l,2.885,0.124,2.75,3.35,0.443,0.043,2.442,0.055,2.28,2.58,0.023
11517,47703,2012-08-05,2012-08-11,NORTE,PARA,GASOLINA COMUM,196,R$/l,2.839,0.192,2.54,3.39,0.37,0.068,2.469,0.089,2.3396,2.6896,0.036
11518,47704,2012-08-05,2012-08-11,NORTE,RONDONIA,GASOLINA COMUM,102,R$/l,2.942,0.086,2.85,3.39,0.383,0.0289999999999999,2.559,0.118,2.4,2.778,0.046
11519,47705,2012-08-05,2012-08-11,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.8710000000000004,0.054,2.85,3.1,0.51,0.019,2.361,0.037,2.315,2.4575,0.016
11520,47706,2012-08-05,2012-08-11,NORTE,TOCANTINS,GASOLINA COMUM,59,R$/l,2.9,0.076,2.449,2.999,0.386,0.026,2.514,0.129,2.3156,2.6793,0.051
11521,47707,2012-08-05,2012-08-11,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,188,R$/l,2.892,0.0579999999999999,2.69,3.05,0.341,0.02,2.551,0.053,2.369,2.6771,0.021
11522,47708,2012-08-05,2012-08-11,SUDESTE,MINAS GERAIS,GASOLINA COMUM,986,R$/l,2.798,0.109,2.556,3.09,0.361,0.039,2.437,0.073,2.283,2.7665,0.03
11523,47709,2012-08-05,2012-08-11,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.844,0.136,2.579,3.739,0.371,0.048,2.473,0.082,2.3082,2.7231,0.033
11524,47710,2012-08-05,2012-08-11,SUDESTE,SAO PAULO,GASOLINA COMUM,2376,R$/l,2.628,0.114,2.249,3.299,0.376,0.043,2.252,0.06,2.0708,2.602,0.027
11525,47711,2012-08-05,2012-08-11,SUL,PARANA,GASOLINA COMUM,564,R$/l,2.647,0.122,2.39,3.15,0.306,0.046,2.341,0.048,2.25,2.4787,0.021
11526,47712,2012-08-05,2012-08-11,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,616,R$/l,2.752,0.107,2.49,2.99,0.406,0.039,2.346,0.052,2.1368,2.5093,0.022
11527,47713,2012-08-05,2012-08-11,SUL,SANTA CATARINA,GASOLINA COMUM,387,R$/l,2.724,0.088,2.369,2.998,0.392,0.032,2.332,0.051,2.22,2.5481,0.022
11528,47714,2012-08-12,2012-08-18,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.8280000000000003,0.011,2.799,2.859,0.392,0.004,2.436,0.025,2.361,2.456,0.01
11529,47715,2012-08-12,2012-08-18,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.735,0.142,2.49,3.08,0.304,0.052,2.431,0.087,2.335,2.801,0.036
11530,47716,2012-08-12,2012-08-18,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.984,0.075,2.79,3.18,0.473,0.025,2.511,0.059,2.41,2.6421,0.023
11531,47717,2012-08-12,2012-08-18,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.835,0.088,2.689,3.05,0.433,0.031,2.402,0.048,2.32,2.567,0.02
11532,47718,2012-08-12,2012-08-18,NORDESTE,ALAGOAS,GASOLINA COMUM,95,R$/l,2.768,0.084,2.47,2.96,0.415,0.03,2.353,0.04,2.28,2.4418,0.017
11533,47719,2012-08-12,2012-08-18,NORDESTE,BAHIA,GASOLINA COMUM,426,R$/l,2.651,0.171,2.3680000000000003,3.149,0.339,0.065,2.312,0.062,2.2079,2.5446,0.027
11534,47720,2012-08-12,2012-08-18,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.719,0.109,2.57,3.009,0.373,0.04,2.346,0.038,2.27,2.5012,0.016
11535,47721,2012-08-12,2012-08-18,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.662,0.161,2.35,3.19,0.258,0.06,2.404,0.14,2.27,2.828,0.058
11536,47722,2012-08-12,2012-08-18,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.551,0.131,2.319,2.89,0.256,0.051,2.295,0.039,2.2243,2.3997,0.017
11537,47723,2012-08-12,2012-08-18,NORDESTE,PERNAMBUCO,GASOLINA COMUM,330,R$/l,2.7460000000000004,0.094,2.49,3.02,0.414,0.034,2.332,0.043,2.25,2.4901,0.018
11538,47724,2012-08-12,2012-08-18,NORDESTE,PIAUI,GASOLINA COMUM,101,R$/l,2.562,0.1159999999999999,2.378,2.87,0.289,0.045,2.273,0.032,2.2,2.3288,0.014
11539,47725,2012-08-12,2012-08-18,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.662,0.096,2.54,2.89,0.318,0.036,2.344,0.051,2.2515,2.5564,0.022
11540,47726,2012-08-12,2012-08-18,NORDESTE,SERGIPE,GASOLINA COMUM,55,R$/l,2.772,0.061,2.679,2.949,0.39,0.022,2.382,0.026,2.3467,2.4513,0.011
11541,47727,2012-08-12,2012-08-18,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.129,0.141,3.05,3.49,0.49,0.045,2.639,0.085,2.4886,2.847,0.032
11542,47728,2012-08-12,2012-08-18,NORTE,AMAPA,GASOLINA COMUM,36,R$/l,2.689,0.178,2.53,3.1,0.357,0.066,2.332,0.079,2.2933,2.544,0.034
11543,47729,2012-08-12,2012-08-18,NORTE,AMAZONAS,GASOLINA COMUM,119,R$/l,2.892,0.126,2.75,3.38,0.452,0.044,2.44,0.054,2.28,2.62,0.022
11544,47730,2012-08-12,2012-08-18,NORTE,PARA,GASOLINA COMUM,194,R$/l,2.8360000000000003,0.195,2.53,3.39,0.367,0.069,2.469,0.091,2.244,2.6932,0.037
11545,47731,2012-08-12,2012-08-18,NORTE,RONDONIA,GASOLINA COMUM,102,R$/l,2.9360000000000004,0.095,2.85,3.39,0.377,0.032,2.559,0.117,2.4,2.781,0.046
11546,47732,2012-08-12,2012-08-18,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,2.875,0.072,2.85,3.17,0.513,0.025,2.362,0.033,2.32,2.4704,0.014
11547,47733,2012-08-12,2012-08-18,NORTE,TOCANTINS,GASOLINA COMUM,61,R$/l,2.91,0.051,2.75,2.999,0.393,0.018,2.517,0.115,2.3269,2.689,0.046
11548,47734,2012-08-12,2012-08-18,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,189,R$/l,2.893,0.062,2.68,3.05,0.348,0.021,2.545,0.062,2.354,2.654,0.024
11549,47735,2012-08-12,2012-08-18,SUDESTE,MINAS GERAIS,GASOLINA COMUM,985,R$/l,2.805,0.106,2.517,3.2,0.356,0.038,2.449,0.068,2.2523,2.7013,0.028
11550,47736,2012-08-12,2012-08-18,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,739,R$/l,2.857,0.133,2.569,3.739,0.369,0.047,2.488,0.077,2.2022,2.7231,0.031
11551,47737,2012-08-12,2012-08-18,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.6260000000000003,0.114,2.249,2.999,0.378,0.043,2.248,0.062,2,2.5795,0.028
11552,47738,2012-08-12,2012-08-18,SUL,PARANA,GASOLINA COMUM,565,R$/l,2.642,0.127,2.39,3.15,0.304,0.048,2.338,0.055,2.24,2.595,0.024
11553,47739,2012-08-12,2012-08-18,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,616,R$/l,2.75,0.11,2.49,3.099,0.414,0.04,2.336,0.048,2.246,2.5083,0.021
11554,47740,2012-08-12,2012-08-18,SUL,SANTA CATARINA,GASOLINA COMUM,385,R$/l,2.716,0.091,2.46,2.998,0.392,0.034,2.324,0.046,2.21,2.5301,0.02
11555,47741,2012-08-19,2012-08-25,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.83,0.008,2.81,2.85,0.394,0.003,2.436,0.03,2.3663,2.459,0.012
11556,47742,2012-08-19,2012-08-25,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.734,0.141,2.49,3.08,0.309,0.052,2.425,0.088,2.335,2.801,0.036
11557,47743,2012-08-19,2012-08-25,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.9730000000000003,0.085,2.75,3.18,0.467,0.0289999999999999,2.506,0.069,2.362,2.6456,0.028
11558,47744,2012-08-19,2012-08-25,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.846,0.079,2.7,3.05,0.442,0.0279999999999999,2.404,0.065,2.3125,2.7615,0.027
